idx,Question_no,Set_no,Weak_checked,Strong_checked,Weakest,Strongest
771,Q372,2,0,0,9999,9999
772,Q373,2,0,0,9999,9999
773,Q374,2,0,0,9999,9999
774,Q375,2,0,0,9999,9999
775,Q376,2,0,0,9999,9999
776,Q377,2,0,0,9999,9999
777,Q378,2,0,0,9999,9999
778,Q379,2,0,0,9999,9999
779,Q380,2,0,0,9999,9999
780,Q381,2,0,0,9999,9999
781,Q382,2,0,0,9999,9999
782,Q383,2,0,0,9999,9999
783,Q384,2,0,0,9999,9999
784,Q385,2,0,0,9999,9999
785,Q386,2,0,0,9999,9999
786,Q387,2,0,0,9999,9999
787,Q388,2,0,0,9999,9999
788,Q389,2,0,0,9999,9999
789,Q390,2,0,0,9999,9999
790,Q391,2,0,0,9999,9999
791,Q392,2,0,0,9999,9999
792,Q393,2,0,0,9999,9999
793,Q394,2,0,0,9999,9999
794,Q395,2,0,0,9999,9999
795,Q396,2,0,0,9999,9999
796,Q397,2,0,0,9999,9999
797,Q398,2,0,0,9999,9999
798,Q399,2,0,0,9999,9999
799,Q400,2,0,0,9999,9999
800,Q1,3,0,0,9999,9999
801,Q2,3,0,0,9999,9999
802,Q3,3,0,0,9999,9999
803,Q4,3,0,0,9999,9999
804,Q5,3,0,0,9999,9999
805,Q6,3,0,0,9999,9999
806,Q7,3,0,0,9999,9999
807,Q8,3,0,0,9999,9999
808,Q9,3,0,0,9999,9999
809,Q10,3,0,0,9999,9999
810,Q11,3,0,0,9999,9999
811,Q12,3,0,0,9999,9999
812,Q13,3,0,0,9999,9999
813,Q14,3,0,0,9999,9999
814,Q15,3,0,0,9999,9999
815,Q16,3,0,0,9999,9999
816,Q17,3,0,0,9999,9999
817,Q18,3,0,0,9999,9999
818,Q19,3,0,0,9999,9999
819,Q20,3,0,0,9999,9999
820,Q21,3,0,0,9999,9999
821,Q22,3,0,0,9999,9999
822,Q23,3,0,0,9999,9999
823,Q24,3,0,0,9999,9999
824,Q25,3,0,0,9999,9999
825,Q26,3,0,0,9999,9999
826,Q27,3,0,0,9999,9999
827,Q28,3,0,0,9999,9999
828,Q29,3,0,0,9999,9999
829,Q30,3,0,0,9999,9999
830,Q31,3,0,0,9999,9999
831,Q32,3,0,0,9999,9999
832,Q33,3,0,0,9999,9999
833,Q34,3,0,0,9999,9999
834,Q35,3,0,0,9999,9999
835,Q36,3,0,0,9999,9999
836,Q37,3,0,0,9999,9999
837,Q38,3,0,0,9999,9999
838,Q39,3,0,0,9999,9999
839,Q40,3,0,0,9999,9999
840,Q41,3,0,0,9999,9999
841,Q42,3,0,0,9999,9999
842,Q43,3,0,0,9999,9999
843,Q44,3,0,0,9999,9999
844,Q45,3,0,0,9999,9999
845,Q46,3,0,0,9999,9999
846,Q47,3,0,0,9999,9999
847,Q48,3,0,0,9999,9999
848,Q49,3,0,0,9999,9999
849,Q50,3,0,0,9999,9999
850,Q51,3,0,0,9999,9999
851,Q52,3,0,0,9999,9999
852,Q53,3,0,0,9999,9999
853,Q54,3,0,0,9999,9999
854,Q55,3,0,0,9999,9999
855,Q56,3,0,0,9999,9999
856,Q57,3,0,0,9999,9999
857,Q58,3,0,0,9999,9999
858,Q59,3,0,0,9999,9999
859,Q60,3,0,0,9999,9999
860,Q61,3,0,0,9999,9999
861,Q62,3,0,0,9999,9999
862,Q63,3,0,0,9999,9999
863,Q64,3,0,0,9999,9999
864,Q65,3,0,0,9999,9999
865,Q66,3,0,0,9999,9999
866,Q67,3,0,0,9999,9999
867,Q68,3,0,0,9999,9999
868,Q69,3,0,0,9999,9999
869,Q70,3,0,0,9999,9999
870,Q71,3,0,0,9999,9999
871,Q72,3,0,0,9999,9999
872,Q73,3,0,0,9999,9999
873,Q74,3,0,0,9999,9999
874,Q75,3,0,0,9999,9999
875,Q76,3,0,0,9999,9999
876,Q77,3,0,0,9999,9999
877,Q78,3,0,0,9999,9999
878,Q79,3,0,0,9999,9999
879,Q80,3,0,0,9999,9999
880,Q81,3,0,0,9999,9999
881,Q82,3,0,0,9999,9999
882,Q83,3,0,0,9999,9999
883,Q84,3,0,0,9999,9999
884,Q85,3,0,0,9999,9999
885,Q86,3,0,0,9999,9999
886,Q87,3,0,0,9999,9999
887,Q88,3,0,0,9999,9999
888,Q89,3,0,0,9999,9999
889,Q90,3,0,0,9999,9999
890,Q91,3,0,0,9999,9999
891,Q92,3,0,0,9999,9999
892,Q93,3,0,0,9999,9999
893,Q94,3,0,0,9999,9999
894,Q95,3,0,0,9999,9999
895,Q96,3,0,0,9999,9999
896,Q97,3,0,0,9999,9999
897,Q98,3,0,0,9999,9999
898,Q99,3,0,0,9999,9999
899,Q100,3,0,0,9999,9999
900,Q101,3,0,0,9999,9999
901,Q102,3,0,0,9999,9999
902,Q103,3,0,0,9999,9999
903,Q104,3,0,0,9999,9999
904,Q105,3,0,0,9999,9999
905,Q106,3,0,0,9999,9999
906,Q107,3,0,0,9999,9999
907,Q108,3,0,0,9999,9999
908,Q109,3,0,0,9999,9999
909,Q110,3,0,0,9999,9999
910,Q111,3,0,0,9999,9999
911,Q112,3,0,0,9999,9999
912,Q113,3,0,0,9999,9999
913,Q114,3,0,0,9999,9999
914,Q115,3,0,0,9999,9999
915,Q116,3,0,0,9999,9999
916,Q117,3,0,0,9999,9999
917,Q118,3,0,0,9999,9999
918,Q119,3,0,0,9999,9999
919,Q120,3,0,0,9999,9999
920,Q121,3,0,0,9999,9999
921,Q122,3,0,0,9999,9999
922,Q123,3,0,0,9999,9999
923,Q124,3,0,0,9999,9999
924,Q125,3,0,0,9999,9999
925,Q126,3,0,0,9999,9999
926,Q127,3,0,0,9999,9999
927,Q128,3,0,0,9999,9999
928,Q129,3,0,0,9999,9999
929,Q130,3,0,0,9999,9999
930,Q131,3,0,0,9999,9999
931,Q132,3,0,0,9999,9999
932,Q133,3,0,0,9999,9999
933,Q134,3,0,0,9999,9999
934,Q135,3,0,0,9999,9999
935,Q136,3,0,0,9999,9999
936,Q137,3,0,0,9999,9999
937,Q138,3,0,0,9999,9999
938,Q139,3,0,0,9999,9999
939,Q140,3,0,0,9999,9999
940,Q141,3,0,0,9999,9999
941,Q142,3,0,0,9999,9999
942,Q143,3,0,0,9999,9999
943,Q144,3,0,0,9999,9999
944,Q145,3,0,0,9999,9999
945,Q146,3,0,0,9999,9999
946,Q147,3,0,0,9999,9999
947,Q148,3,0,0,9999,9999
948,Q149,3,0,0,9999,9999
949,Q150,3,0,0,9999,9999
950,Q151,3,0,0,9999,9999
951,Q152,3,0,0,9999,9999
952,Q153,3,0,0,9999,9999
953,Q154,3,0,0,9999,9999
954,Q155,3,0,0,9999,9999
955,Q156,3,0,0,9999,9999
956,Q157,3,0,0,9999,9999
957,Q158,3,0,0,9999,9999
958,Q159,3,0,0,9999,9999
959,Q160,3,0,0,9999,9999
960,Q161,3,0,0,9999,9999
961,Q162,3,0,0,9999,9999
962,Q163,3,0,0,9999,9999
963,Q164,3,0,0,9999,9999
964,Q165,3,0,0,9999,9999
965,Q166,3,0,0,9999,9999
966,Q167,3,0,0,9999,9999
967,Q168,3,0,0,9999,9999
968,Q169,3,0,0,9999,9999
969,Q170,3,0,0,9999,9999
970,Q171,3,0,0,9999,9999
971,Q172,3,0,0,9999,9999
972,Q173,3,0,0,9999,9999
973,Q174,3,0,0,9999,9999
974,Q175,3,0,0,9999,9999
975,Q176,3,0,0,9999,9999
976,Q177,3,0,0,9999,9999
977,Q178,3,0,0,9999,9999
978,Q179,3,0,0,9999,9999
979,Q180,3,0,0,9999,9999
980,Q181,3,0,0,9999,9999
981,Q182,3,0,0,9999,9999
982,Q183,3,0,0,9999,9999
983,Q184,3,0,0,9999,9999
984,Q185,3,0,0,9999,9999
985,Q186,3,0,0,9999,9999
986,Q187,3,0,0,9999,9999
987,Q188,3,0,0,9999,9999
988,Q189,3,0,0,9999,9999
989,Q190,3,0,0,9999,9999
990,Q191,3,0,0,9999,9999
991,Q192,3,0,0,9999,9999
992,Q193,3,0,0,9999,9999
993,Q194,3,0,0,9999,9999
994,Q195,3,0,0,9999,9999
995,Q196,3,0,0,9999,9999
996,Q197,3,0,0,9999,9999
997,Q198,3,0,0,9999,9999
998,Q199,3,0,0,9999,9999
999,Q200,3,0,0,9999,9999
1000,Q201,3,0,0,9999,9999
1001,Q202,3,0,0,9999,9999
1002,Q203,3,0,0,9999,9999
1003,Q204,3,0,0,9999,9999
1004,Q205,3,0,0,9999,9999
1005,Q206,3,0,0,9999,9999
1006,Q207,3,0,0,9999,9999
1007,Q208,3,0,0,9999,9999
1008,Q209,3,0,0,9999,9999
1009,Q210,3,0,0,9999,9999
1010,Q211,3,0,0,9999,9999
1011,Q212,3,0,0,9999,9999
1012,Q213,3,0,0,9999,9999
1013,Q214,3,0,0,9999,9999
1014,Q215,3,0,0,9999,9999
1015,Q216,3,0,0,9999,9999
1016,Q217,3,0,0,9999,9999
1017,Q218,3,0,0,9999,9999
1018,Q219,3,0,0,9999,9999
1019,Q220,3,0,0,9999,9999
1020,Q221,3,0,0,9999,9999
1021,Q222,3,0,0,9999,9999
1022,Q223,3,0,0,9999,9999
1023,Q224,3,0,0,9999,9999
1024,Q225,3,0,0,9999,9999
1025,Q226,3,0,0,9999,9999
1026,Q227,3,0,0,9999,9999
1027,Q228,3,0,0,9999,9999
1028,Q229,3,0,0,9999,9999
1029,Q230,3,0,0,9999,9999
1030,Q231,3,0,0,9999,9999
1031,Q232,3,0,0,9999,9999
1032,Q233,3,0,0,9999,9999
1033,Q234,3,0,0,9999,9999
1034,Q235,3,0,0,9999,9999
1035,Q236,3,0,0,9999,9999
1036,Q237,3,0,0,9999,9999
1037,Q238,3,0,0,9999,9999
1038,Q239,3,0,0,9999,9999
1039,Q240,3,0,0,9999,9999
1040,Q241,3,0,0,9999,9999
1041,Q242,3,0,0,9999,9999
1042,Q243,3,0,0,9999,9999
1043,Q244,3,0,0,9999,9999
1044,Q245,3,0,0,9999,9999
1045,Q246,3,0,0,9999,9999
1046,Q247,3,0,0,9999,9999
1047,Q248,3,0,0,9999,9999
1048,Q249,3,0,0,9999,9999
1049,Q250,3,0,0,9999,9999
1050,Q251,3,0,0,9999,9999
1051,Q252,3,0,0,9999,9999
1052,Q253,3,0,0,9999,9999
1053,Q254,3,0,0,9999,9999
1054,Q255,3,0,0,9999,9999
1055,Q256,3,0,0,9999,9999
1056,Q257,3,0,0,9999,9999
1057,Q258,3,0,0,9999,9999
1058,Q259,3,0,0,9999,9999
1059,Q260,3,0,0,9999,9999
1060,Q261,3,0,0,9999,9999
1061,Q262,3,0,0,9999,9999
1062,Q263,3,0,0,9999,9999
1063,Q264,3,0,0,9999,9999
1064,Q265,3,0,0,9999,9999
1065,Q266,3,0,0,9999,9999
1066,Q267,3,0,0,9999,9999
1067,Q268,3,0,0,9999,9999
1068,Q269,3,0,0,9999,9999
1069,Q270,3,0,0,9999,9999
1070,Q271,3,0,0,9999,9999
1071,Q272,3,0,0,9999,9999
1072,Q273,3,0,0,9999,9999
1073,Q274,3,0,0,9999,9999
1074,Q275,3,0,0,9999,9999
1075,Q276,3,0,0,9999,9999
1076,Q277,3,0,0,9999,9999
1077,Q278,3,0,0,9999,9999
1078,Q279,3,0,0,9999,9999
1079,Q280,3,0,0,9999,9999
1080,Q281,3,0,0,9999,9999
1081,Q282,3,0,0,9999,9999
1082,Q283,3,0,0,9999,9999
1083,Q284,3,0,0,9999,9999
1084,Q285,3,0,0,9999,9999
1085,Q286,3,0,0,9999,9999
1086,Q287,3,0,0,9999,9999
1087,Q288,3,0,0,9999,9999
1088,Q289,3,0,0,9999,9999
1089,Q290,3,0,0,9999,9999
1090,Q291,3,0,0,9999,9999
1091,Q292,3,0,0,9999,9999
1092,Q293,3,0,0,9999,9999
1093,Q294,3,0,0,9999,9999
1094,Q295,3,0,0,9999,9999
1095,Q296,3,0,0,9999,9999
1096,Q297,3,0,0,9999,9999
1097,Q298,3,0,0,9999,9999
1098,Q299,3,0,0,9999,9999
1099,Q300,3,0,0,9999,9999
1100,Q301,3,0,0,9999,9999
1101,Q302,3,0,0,9999,9999
1102,Q303,3,0,0,9999,9999
1103,Q304,3,0,0,9999,9999
1104,Q305,3,0,0,9999,9999
1105,Q306,3,0,0,9999,9999
1106,Q307,3,0,0,9999,9999
1107,Q308,3,0,0,9999,9999
1108,Q309,3,0,0,9999,9999
1109,Q310,3,0,0,9999,9999
1110,Q311,3,0,0,9999,9999
1111,Q312,3,0,0,9999,9999
1112,Q313,3,0,0,9999,9999
1113,Q314,3,0,0,9999,9999
1114,Q315,3,0,0,9999,9999
1115,Q316,3,0,0,9999,9999
1116,Q317,3,0,0,9999,9999
1117,Q318,3,0,0,9999,9999
1118,Q319,3,0,0,9999,9999
1119,Q320,3,0,0,9999,9999
1120,Q321,3,0,0,9999,9999
1121,Q322,3,0,0,9999,9999
1122,Q323,3,0,0,9999,9999
1123,Q324,3,0,0,9999,9999
1124,Q325,3,0,0,9999,9999
1125,Q326,3,0,0,9999,9999
1126,Q327,3,0,0,9999,9999
1127,Q328,3,0,0,9999,9999
1128,Q329,3,0,0,9999,9999
1129,Q330,3,0,0,9999,9999
1130,Q331,3,0,0,9999,9999
1131,Q332,3,0,0,9999,9999
1132,Q333,3,0,0,9999,9999
1133,Q334,3,0,0,9999,9999
1134,Q335,3,0,0,9999,9999
1135,Q336,3,0,0,9999,9999
1136,Q337,3,0,0,9999,9999
1137,Q338,3,0,0,9999,9999
1138,Q339,3,0,0,9999,9999
1139,Q340,3,0,0,9999,9999
1140,Q341,3,0,0,9999,9999
1141,Q342,3,0,0,9999,9999
1142,Q343,3,0,0,9999,9999
1143,Q344,3,0,0,9999,9999
1144,Q345,3,0,0,9999,9999
1145,Q346,3,0,0,9999,9999
1146,Q347,3,0,0,9999,9999
1147,Q348,3,0,0,9999,9999
1148,Q349,3,0,0,9999,9999
1149,Q350,3,0,0,9999,9999
1150,Q351,3,0,0,9999,9999
1151,Q352,3,0,0,9999,9999
1152,Q353,3,0,0,9999,9999
1153,Q354,3,0,0,9999,9999
1154,Q355,3,0,0,9999,9999
1155,Q356,3,0,0,9999,9999
1156,Q357,3,0,0,9999,9999
1157,Q358,3,0,0,9999,9999
1158,Q359,3,0,0,9999,9999
1159,Q360,3,0,0,9999,9999
1160,Q361,3,0,0,9999,9999
1161,Q362,3,0,0,9999,9999
1162,Q363,3,0,0,9999,9999
1163,Q364,3,0,0,9999,9999
1164,Q365,3,0,0,9999,9999
1165,Q366,3,0,0,9999,9999
1166,Q367,3,0,0,9999,9999
1167,Q368,3,0,0,9999,9999
1168,Q369,3,0,0,9999,9999
1169,Q370,3,0,0,9999,9999
1170,Q371,3,0,0,9999,9999
1171,Q372,3,0,0,9999,9999
1172,Q373,3,0,0,9999,9999
1173,Q374,3,0,0,9999,9999
1174,Q375,3,0,0,9999,9999
1175,Q376,3,0,0,9999,9999
1176,Q377,3,0,0,9999,9999
1177,Q378,3,0,0,9999,9999
1178,Q379,3,0,0,9999,9999
1179,Q380,3,0,0,9999,9999
1180,Q381,3,0,0,9999,9999
1181,Q382,3,0,0,9999,9999
1182,Q383,3,0,0,9999,9999
1183,Q384,3,0,0,9999,9999
1184,Q385,3,0,0,9999,9999
1185,Q386,3,0,0,9999,9999
1186,Q387,3,0,0,9999,9999
1187,Q388,3,0,0,9999,9999
1188,Q389,3,0,0,9999,9999
1189,Q390,3,0,0,9999,9999
1190,Q391,3,0,0,9999,9999
1191,Q392,3,0,0,9999,9999
1192,Q393,3,0,0,9999,9999
1193,Q394,3,0,0,9999,9999
1194,Q395,3,0,0,9999,9999
1195,Q396,3,0,0,9999,9999
1196,Q397,3,0,0,9999,9999
1197,Q398,3,0,0,9999,9999
1198,Q399,3,0,0,9999,9999
1199,Q400,3,0,0,9999,9999
1200,Q1,4,0,0,9999,9999
1201,Q2,4,0,0,9999,9999
1202,Q3,4,0,0,9999,9999
1203,Q4,4,0,0,9999,9999
1204,Q5,4,0,0,9999,9999
1205,Q6,4,0,0,9999,9999
1206,Q7,4,0,0,9999,9999
1207,Q8,4,0,0,9999,9999
1208,Q9,4,0,0,9999,9999
1209,Q10,4,0,0,9999,9999
1210,Q11,4,0,0,9999,9999
1211,Q12,4,0,0,9999,9999
1212,Q13,4,0,0,9999,9999
1213,Q14,4,0,0,9999,9999
1214,Q15,4,0,0,9999,9999
1215,Q16,4,0,0,9999,9999
1216,Q17,4,0,0,9999,9999
1217,Q18,4,0,0,9999,9999
1218,Q19,4,0,0,9999,9999
1219,Q20,4,0,0,9999,9999
1220,Q21,4,0,0,9999,9999
1221,Q22,4,0,0,9999,9999
1222,Q23,4,0,0,9999,9999
1223,Q24,4,0,0,9999,9999
1224,Q25,4,0,0,9999,9999
1225,Q26,4,0,0,9999,9999
1226,Q27,4,0,0,9999,9999
1227,Q28,4,0,0,9999,9999
1228,Q29,4,0,0,9999,9999
1229,Q30,4,0,0,9999,9999
1230,Q31,4,0,0,9999,9999
1231,Q32,4,0,0,9999,9999
1232,Q33,4,0,0,9999,9999
1233,Q34,4,0,0,9999,9999
1234,Q35,4,0,0,9999,9999
1235,Q36,4,0,0,9999,9999
1236,Q37,4,0,0,9999,9999
1237,Q38,4,0,0,9999,9999
1238,Q39,4,0,0,9999,9999
1239,Q40,4,0,0,9999,9999
1240,Q41,4,0,0,9999,9999
1241,Q42,4,0,0,9999,9999
1242,Q43,4,0,0,9999,9999
1243,Q44,4,0,0,9999,9999
1244,Q45,4,0,0,9999,9999
1245,Q46,4,0,0,9999,9999
1246,Q47,4,0,0,9999,9999
1247,Q48,4,0,0,9999,9999
1248,Q49,4,0,0,9999,9999
1249,Q50,4,0,0,9999,9999
1250,Q51,4,0,0,9999,9999
1251,Q52,4,0,0,9999,9999
1252,Q53,4,0,0,9999,9999
1253,Q54,4,0,0,9999,9999
1254,Q55,4,0,0,9999,9999
1255,Q56,4,0,0,9999,9999
1256,Q57,4,0,0,9999,9999
1257,Q58,4,0,0,9999,9999
1258,Q59,4,0,0,9999,9999
1259,Q60,4,0,0,9999,9999
1260,Q61,4,0,0,9999,9999
1261,Q62,4,0,0,9999,9999
1262,Q63,4,0,0,9999,9999
1263,Q64,4,0,0,9999,9999
1264,Q65,4,0,0,9999,9999
1265,Q66,4,0,0,9999,9999
1266,Q67,4,0,0,9999,9999
1267,Q68,4,0,0,9999,9999
1268,Q69,4,0,0,9999,9999
1269,Q70,4,0,0,9999,9999
1270,Q71,4,0,0,9999,9999
1271,Q72,4,0,0,9999,9999
1272,Q73,4,0,0,9999,9999
1273,Q74,4,0,0,9999,9999
1274,Q75,4,0,0,9999,9999
1275,Q76,4,0,0,9999,9999
1276,Q77,4,0,0,9999,9999
1277,Q78,4,0,0,9999,9999
1278,Q79,4,0,0,9999,9999
1279,Q80,4,0,0,9999,9999
1280,Q81,4,0,0,9999,9999
1281,Q82,4,0,0,9999,9999
1282,Q83,4,0,0,9999,9999
1283,Q84,4,0,0,9999,9999
1284,Q85,4,0,0,9999,9999
1285,Q86,4,0,0,9999,9999
1286,Q87,4,0,0,9999,9999
1287,Q88,4,0,0,9999,9999
1288,Q89,4,0,0,9999,9999
1289,Q90,4,0,0,9999,9999
1290,Q91,4,0,0,9999,9999
1291,Q92,4,0,0,9999,9999
1292,Q93,4,0,0,9999,9999
1293,Q94,4,0,0,9999,9999
1294,Q95,4,0,0,9999,9999
1295,Q96,4,0,0,9999,9999
1296,Q97,4,0,0,9999,9999
1297,Q98,4,0,0,9999,9999
1298,Q99,4,0,0,9999,9999
1299,Q100,4,0,0,9999,9999
1300,Q101,4,0,0,9999,9999
1301,Q102,4,0,0,9999,9999
1302,Q103,4,0,0,9999,9999
1303,Q104,4,0,0,9999,9999
1304,Q105,4,0,0,9999,9999
1305,Q106,4,0,0,9999,9999
1306,Q107,4,0,0,9999,9999
1307,Q108,4,0,0,9999,9999
1308,Q109,4,0,0,9999,9999
1309,Q110,4,0,0,9999,9999
1310,Q111,4,0,0,9999,9999
1311,Q112,4,0,0,9999,9999
1312,Q113,4,0,0,9999,9999
1313,Q114,4,0,0,9999,9999
1314,Q115,4,0,0,9999,9999
1315,Q116,4,0,0,9999,9999
1316,Q117,4,0,0,9999,9999
1317,Q118,4,0,0,9999,9999
1318,Q119,4,0,0,9999,9999
1319,Q120,4,0,0,9999,9999
1320,Q121,4,0,0,9999,9999
1321,Q122,4,0,0,9999,9999
1322,Q123,4,0,0,9999,9999
1323,Q124,4,0,0,9999,9999
1324,Q125,4,0,0,9999,9999
1325,Q126,4,0,0,9999,9999
1326,Q127,4,0,0,9999,9999
1327,Q128,4,0,0,9999,9999
1328,Q129,4,0,0,9999,9999
1329,Q130,4,0,0,9999,9999
1330,Q131,4,0,0,9999,9999
1331,Q132,4,0,0,9999,9999
1332,Q133,4,0,0,9999,9999
1333,Q134,4,0,0,9999,9999
1334,Q135,4,0,0,9999,9999
1335,Q136,4,0,0,9999,9999
1336,Q137,4,0,0,9999,9999
1337,Q138,4,0,0,9999,9999
1338,Q139,4,0,0,9999,9999
1339,Q140,4,0,0,9999,9999
1340,Q141,4,0,0,9999,9999
1341,Q142,4,0,0,9999,9999
1342,Q143,4,0,0,9999,9999
1343,Q144,4,0,0,9999,9999
1344,Q145,4,0,0,9999,9999
1345,Q146,4,0,0,9999,9999
1346,Q147,4,0,0,9999,9999
1347,Q148,4,0,0,9999,9999
1348,Q149,4,0,0,9999,9999
1349,Q150,4,0,0,9999,9999
1350,Q151,4,0,0,9999,9999
1351,Q152,4,0,0,9999,9999
1352,Q153,4,0,0,9999,9999
1353,Q154,4,0,0,9999,9999
1354,Q155,4,0,0,9999,9999
1355,Q156,4,0,0,9999,9999
1356,Q157,4,0,0,9999,9999
1357,Q158,4,0,0,9999,9999
1358,Q159,4,0,0,9999,9999
1359,Q160,4,0,0,9999,9999
1360,Q161,4,0,0,9999,9999
1361,Q162,4,0,0,9999,9999
1362,Q163,4,0,0,9999,9999
1363,Q164,4,0,0,9999,9999
1364,Q165,4,0,0,9999,9999
1365,Q166,4,0,0,9999,9999
1366,Q167,4,0,0,9999,9999
1367,Q168,4,0,0,9999,9999
1368,Q169,4,0,0,9999,9999
1369,Q170,4,0,0,9999,9999
1370,Q171,4,0,0,9999,9999
1371,Q172,4,0,0,9999,9999
1372,Q173,4,0,0,9999,9999
1373,Q174,4,0,0,9999,9999
1374,Q175,4,0,0,9999,9999
1375,Q176,4,0,0,9999,9999
1376,Q177,4,0,0,9999,9999
1377,Q178,4,0,0,9999,9999
1378,Q179,4,0,0,9999,9999
1379,Q180,4,0,0,9999,9999
1380,Q181,4,0,0,9999,9999
1381,Q182,4,0,0,9999,9999
1382,Q183,4,0,0,9999,9999
1383,Q184,4,0,0,9999,9999
1384,Q185,4,0,0,9999,9999
1385,Q186,4,0,0,9999,9999
1386,Q187,4,0,0,9999,9999
1387,Q188,4,0,0,9999,9999
1388,Q189,4,0,0,9999,9999
1389,Q190,4,0,0,9999,9999
1390,Q191,4,0,0,9999,9999
1391,Q192,4,0,0,9999,9999
1392,Q193,4,0,0,9999,9999
1393,Q194,4,0,0,9999,9999
1394,Q195,4,0,0,9999,9999
1395,Q196,4,0,0,9999,9999
1396,Q197,4,0,0,9999,9999
1397,Q198,4,0,0,9999,9999
1398,Q199,4,0,0,9999,9999
1399,Q200,4,0,0,9999,9999
1400,Q201,4,0,0,9999,9999
1401,Q202,4,0,0,9999,9999
1402,Q203,4,0,0,9999,9999
1403,Q204,4,0,0,9999,9999
1404,Q205,4,0,0,9999,9999
1405,Q206,4,0,0,9999,9999
1406,Q207,4,0,0,9999,9999
1407,Q208,4,0,0,9999,9999
1408,Q209,4,0,0,9999,9999
1409,Q210,4,0,0,9999,9999
1410,Q211,4,0,0,9999,9999
1411,Q212,4,0,0,9999,9999
1412,Q213,4,0,0,9999,9999
1413,Q214,4,0,0,9999,9999
1414,Q215,4,0,0,9999,9999
1415,Q216,4,0,0,9999,9999
1416,Q217,4,0,0,9999,9999
1417,Q218,4,0,0,9999,9999
1418,Q219,4,0,0,9999,9999
1419,Q220,4,0,0,9999,9999
1420,Q221,4,0,0,9999,9999
1421,Q222,4,0,0,9999,9999
1422,Q223,4,0,0,9999,9999
1423,Q224,4,0,0,9999,9999
1424,Q225,4,0,0,9999,9999
1425,Q226,4,0,0,9999,9999
1426,Q227,4,0,0,9999,9999
1427,Q228,4,0,0,9999,9999
1428,Q229,4,0,0,9999,9999
1429,Q230,4,0,0,9999,9999
1430,Q231,4,0,0,9999,9999
1431,Q232,4,0,0,9999,9999
1432,Q233,4,0,0,9999,9999
1433,Q234,4,0,0,9999,9999
1434,Q235,4,0,0,9999,9999
1435,Q236,4,0,0,9999,9999
1436,Q237,4,0,0,9999,9999
1437,Q238,4,0,0,9999,9999
1438,Q239,4,0,0,9999,9999
1439,Q240,4,0,0,9999,9999
1440,Q241,4,0,0,9999,9999
1441,Q242,4,0,0,9999,9999
1442,Q243,4,0,0,9999,9999
1443,Q244,4,0,0,9999,9999
1444,Q245,4,0,0,9999,9999
1445,Q246,4,0,0,9999,9999
1446,Q247,4,0,0,9999,9999
1447,Q248,4,0,0,9999,9999
1448,Q249,4,0,0,9999,9999
1449,Q250,4,0,0,9999,9999
1450,Q251,4,0,0,9999,9999
1451,Q252,4,0,0,9999,9999
1452,Q253,4,0,0,9999,9999
1453,Q254,4,0,0,9999,9999
1454,Q255,4,0,0,9999,9999
1455,Q256,4,0,0,9999,9999
1456,Q257,4,0,0,9999,9999
1457,Q258,4,0,0,9999,9999
1458,Q259,4,0,0,9999,9999
1459,Q260,4,0,0,9999,9999
1460,Q261,4,0,0,9999,9999
1461,Q262,4,0,0,9999,9999
1462,Q263,4,0,0,9999,9999
1463,Q264,4,0,0,9999,9999
1464,Q265,4,0,0,9999,9999
1465,Q266,4,0,0,9999,9999
1466,Q267,4,0,0,9999,9999
1467,Q268,4,0,0,9999,9999
1468,Q269,4,0,0,9999,9999
1469,Q270,4,0,0,9999,9999
1470,Q271,4,0,0,9999,9999
1471,Q272,4,0,0,9999,9999
1472,Q273,4,0,0,9999,9999
1473,Q274,4,0,0,9999,9999
1474,Q275,4,0,0,9999,9999
1475,Q276,4,0,0,9999,9999
1476,Q277,4,0,0,9999,9999
1477,Q278,4,0,0,9999,9999
1478,Q279,4,0,0,9999,9999
1479,Q280,4,0,0,9999,9999
1480,Q281,4,0,0,9999,9999
1481,Q282,4,0,0,9999,9999
1482,Q283,4,0,0,9999,9999
1483,Q284,4,0,0,9999,9999
1484,Q285,4,0,0,9999,9999
1485,Q286,4,0,0,9999,9999
1486,Q287,4,0,0,9999,9999
1487,Q288,4,0,0,9999,9999
1488,Q289,4,0,0,9999,9999
1489,Q290,4,0,0,9999,9999
1490,Q291,4,0,0,9999,9999
1491,Q292,4,0,0,9999,9999
1492,Q293,4,0,0,9999,9999
1493,Q294,4,0,0,9999,9999
1494,Q295,4,0,0,9999,9999
1495,Q296,4,0,0,9999,9999
1496,Q297,4,0,0,9999,9999
1497,Q298,4,0,0,9999,9999
1498,Q299,4,0,0,9999,9999
1499,Q300,4,0,0,9999,9999
1500,Q301,4,0,0,9999,9999
1501,Q302,4,0,0,9999,9999
1502,Q303,4,0,0,9999,9999
1503,Q304,4,0,0,9999,9999
1504,Q305,4,0,0,9999,9999
1505,Q306,4,0,0,9999,9999
1506,Q307,4,0,0,9999,9999
1507,Q308,4,0,0,9999,9999
1508,Q309,4,0,0,9999,9999
1509,Q310,4,0,0,9999,9999
1510,Q311,4,0,0,9999,9999
1511,Q312,4,0,0,9999,9999
1512,Q313,4,0,0,9999,9999
1513,Q314,4,0,0,9999,9999
1514,Q315,4,0,0,9999,9999
1515,Q316,4,0,0,9999,9999
1516,Q317,4,0,0,9999,9999
